Orthogroup	fast	lk	lp	slow
OG0010065	TRINITY_GG_30251_c0_g1_i3.p2	TRINITY_GG_30510_c0_g1_i3.p3	TRINITY_GG_11152_c0_g1_i10.p3	TRINITY_GG_4212_c0_g1_i34.p3
OG0010066	TRINITY_GG_30269_c0_g2_i7.p1	TRINITY_GG_9682_c1_g2_i9.p1	TRINITY_GG_6627_c0_g1_i4.p1	TRINITY_GG_22109_c2_g2_i4.p1
OG0010067	TRINITY_GG_30269_c0_g2_i7.p6	TRINITY_GG_9682_c1_g2_i9.p5	TRINITY_GG_6627_c0_g1_i4.p5	TRINITY_GG_22109_c2_g2_i4.p6
OG0010068	TRINITY_GG_30269_c2_g1_i2.p1	TRINITY_GG_9682_c0_g1_i3.p1	TRINITY_GG_6627_c2_g1_i16.p1	TRINITY_GG_22109_c4_g2_i11.p1
OG0010069	TRINITY_GG_30269_c3_g1_i3.p1	TRINITY_GG_9682_c3_g1_i3.p1	TRINITY_GG_6627_c1_g1_i1.p1	TRINITY_GG_22109_c1_g1_i1.p1
OG0010070	TRINITY_GG_30269_c4_g1_i2.p3	TRINITY_GG_9682_c5_g1_i1.p3	TRINITY_GG_6627_c2_g2_i2.p3	TRINITY_GG_22109_c4_g4_i3.p3
OG0010071	TRINITY_GG_30269_c4_g1_i2.p2	TRINITY_GG_9682_c5_g1_i1.p2	TRINITY_GG_6627_c2_g2_i2.p2	TRINITY_GG_22109_c4_g4_i3.p2
OG0010072	TRINITY_GG_30269_c4_g1_i2.p1	TRINITY_GG_9682_c5_g1_i1.p1	TRINITY_GG_6627_c2_g2_i2.p1	TRINITY_GG_22109_c4_g4_i3.p1
OG0010073	TRINITY_GG_30269_c6_g1_i16.p1	TRINITY_GG_9682_c2_g1_i3.p1	TRINITY_GG_6623_c0_g2_i4.p1	TRINITY_GG_22107_c0_g1_i14.p1
OG0010074	TRINITY_GG_30273_c10_g1_i5.p1	TRINITY_GG_32349_c0_g1_i58.p9	TRINITY_GG_18008_c3_g2_i1.p1	TRINITY_GG_18734_c3_g1_i3.p1
OG0010075	TRINITY_GG_30273_c17_g2_i1.p1	TRINITY_GG_32349_c3_g1_i1.p1	TRINITY_GG_18008_c2_g1_i1.p1	TRINITY_GG_18734_c8_g1_i1.p1
OG0010077	TRINITY_GG_30274_c1_g1_i9.p1	TRINITY_GG_364_c0_g1_i14.p1	TRINITY_GG_34528_c0_g1_i3.p1	TRINITY_GG_32990_c0_g1_i12.p1
OG0010078	TRINITY_GG_30277_c0_g1_i22.p1	TRINITY_GG_33414_c3_g1_i11.p1	TRINITY_GG_24208_c3_g1_i23.p1	TRINITY_GG_11706_c0_g1_i18.p1
OG0010079	TRINITY_GG_30277_c0_g1_i22.p2	TRINITY_GG_33414_c3_g1_i11.p2	TRINITY_GG_24208_c3_g1_i23.p2	TRINITY_GG_11706_c0_g1_i18.p2
OG0010080	TRINITY_GG_30279_c0_g1_i2.p1	TRINITY_GG_33414_c4_g1_i8.p2	TRINITY_GG_24208_c0_g2_i7.p2	TRINITY_GG_11703_c0_g1_i2.p1
OG0010081	TRINITY_GG_30279_c1_g1_i3.p4	TRINITY_GG_33414_c7_g1_i1.p2	TRINITY_GG_24208_c7_g1_i2.p4	TRINITY_GG_11703_c2_g1_i3.p4
OG0010082	TRINITY_GG_30279_c2_g2_i1.p1	TRINITY_GG_33414_c0_g2_i2.p1	TRINITY_GG_24208_c4_g1_i2.p1	TRINITY_GG_11706_c2_g1_i2.p1
OG0010083	TRINITY_GG_30279_c3_g1_i2.p1	TRINITY_GG_33414_c5_g1_i3.p1	TRINITY_GG_24208_c9_g1_i4.p1	TRINITY_GG_11706_c1_g1_i2.p1
OG0010084	TRINITY_GG_30279_c4_g1_i5.p1	TRINITY_GG_33414_c0_g1_i3.p1	TRINITY_GG_24208_c9_g1_i4.p2	TRINITY_GG_11706_c3_g1_i6.p1
OG0010085	TRINITY_GG_30279_c5_g2_i9.p1	TRINITY_GG_33414_c4_g1_i8.p1	TRINITY_GG_24208_c0_g2_i7.p1	TRINITY_GG_11703_c1_g2_i25.p1
OG0010086	TRINITY_GG_30280_c0_g1_i36.p1	TRINITY_GG_33414_c2_g1_i9.p1	TRINITY_GG_24208_c2_g1_i13.p1	TRINITY_GG_11710_c1_g1_i23.p1
OG0010088	TRINITY_GG_30307_c0_g1_i41.p1	TRINITY_GG_31046_c0_g1_i52.p1	TRINITY_GG_5039_c0_g1_i12.p1	TRINITY_GG_707_c0_g1_i40.p1
OG0010089	TRINITY_GG_30308_c0_g1_i4.p1	TRINITY_GG_31044_c0_g1_i4.p1	TRINITY_GG_5039_c1_g1_i2.p1	TRINITY_GG_709_c0_g1_i2.p1
OG0010090	TRINITY_GG_30310_c1_g1_i1.p1	TRINITY_GG_7810_c1_g1_i1.p1	TRINITY_GG_3771_c2_g1_i2.p1	TRINITY_GG_24903_c1_g1_i6.p1
OG0010091	TRINITY_GG_30319_c0_g1_i1.p1	TRINITY_GG_26795_c2_g1_i3.p1	TRINITY_GG_26617_c1_g1_i3.p1	TRINITY_GG_734_c0_g1_i3.p1
OG0010092	TRINITY_GG_30319_c1_g1_i9.p1	TRINITY_GG_26795_c0_g1_i8.p1	TRINITY_GG_26617_c0_g1_i4.p1	TRINITY_GG_745_c0_g1_i8.p1
OG0010093	TRINITY_GG_30319_c2_g1_i1.p1	TRINITY_GG_26795_c4_g1_i2.p1	TRINITY_GG_26617_c4_g1_i2.p1	TRINITY_GG_730_c0_g1_i1.p1
OG0010094	TRINITY_GG_30333_c0_g1_i4.p1	TRINITY_GG_24158_c0_g1_i2.p1	TRINITY_GG_28931_c0_g1_i3.p1	TRINITY_GG_23411_c0_g1_i1.p1
OG0010096	TRINITY_GG_30341_c0_g1_i19.p1	TRINITY_GG_8442_c0_g1_i39.p1	TRINITY_GG_23232_c0_g1_i8.p1	TRINITY_GG_30839_c0_g1_i44.p1
OG0010097	TRINITY_GG_30345_c0_g1_i22.p1	TRINITY_GG_8441_c0_g1_i13.p1	TRINITY_GG_23234_c0_g2_i1.p1	TRINITY_GG_30844_c0_g1_i20.p1
OG0010098	TRINITY_GG_30348_c0_g1_i17.p1	TRINITY_GG_30602_c0_g2_i7.p1	TRINITY_GG_13244_c1_g1_i5.p1	TRINITY_GG_26161_c0_g1_i4.p1
OG0010099	TRINITY_GG_30348_c2_g1_i12.p2	TRINITY_GG_30602_c2_g1_i8.p2	TRINITY_GG_13244_c2_g1_i1.p2	TRINITY_GG_26161_c0_g2_i4.p2
OG0010100	TRINITY_GG_30348_c2_g1_i12.p1	TRINITY_GG_30602_c2_g1_i8.p1	TRINITY_GG_13244_c2_g1_i1.p1	TRINITY_GG_26161_c0_g2_i4.p1
OG0010101	TRINITY_GG_30348_c4_g1_i7.p2	TRINITY_GG_30602_c1_g1_i5.p2	TRINITY_GG_13244_c0_g1_i3.p3	TRINITY_GG_26161_c1_g1_i6.p2
OG0010102	TRINITY_GG_30348_c4_g1_i7.p1	TRINITY_GG_30602_c1_g1_i5.p1	TRINITY_GG_13244_c0_g1_i3.p1	TRINITY_GG_26161_c1_g1_i6.p1
OG0010103	TRINITY_GG_30357_c0_g1_i4.p1	TRINITY_GG_17930_c0_g1_i1.p1	TRINITY_GG_32335_c0_g1_i6.p1	TRINITY_GG_21388_c0_g1_i1.p1
OG0010104	TRINITY_GG_30359_c0_g3_i1.p1	TRINITY_GG_6805_c3_g1_i7.p1	TRINITY_GG_7033_c0_g1_i2.p1	TRINITY_GG_15603_c0_g1_i1.p2
OG0010105	TRINITY_GG_30359_c1_g2_i1.p1	TRINITY_GG_6806_c0_g1_i2.p1	TRINITY_GG_7034_c0_g1_i1.p1	TRINITY_GG_15603_c1_g1_i1.p1
OG0010106	TRINITY_GG_30363_c0_g1_i40.p1	TRINITY_GG_11224_c0_g1_i14.p1	TRINITY_GG_13341_c0_g1_i20.p1	TRINITY_GG_13406_c0_g1_i19.p2
OG0010107	TRINITY_GG_30363_c1_g2_i2.p1	TRINITY_GG_11224_c3_g1_i1.p1	TRINITY_GG_13341_c2_g1_i1.p1	TRINITY_GG_13406_c1_g1_i1.p1
OG0010108	TRINITY_GG_30363_c5_g3_i5.p1	TRINITY_GG_11224_c2_g1_i3.p1	TRINITY_GG_13341_c3_g1_i1.p1	TRINITY_GG_13406_c2_g1_i1.p1
OG0010109	TRINITY_GG_30364_c0_g1_i1.p1	TRINITY_GG_11224_c5_g1_i3.p1	TRINITY_GG_13342_c0_g1_i2.p1	TRINITY_GG_13406_c23_g1_i1.p1
OG0010110	TRINITY_GG_30366_c0_g1_i2.p2	TRINITY_GG_31290_c2_g1_i5.p1	TRINITY_GG_15262_c3_g1_i3.p1	TRINITY_GG_27162_c0_g1_i4.p1
OG0010111	TRINITY_GG_30369_c0_g1_i10.p1	TRINITY_GG_31290_c0_g1_i3.p1	TRINITY_GG_15262_c0_g1_i1.p1	TRINITY_GG_27165_c0_g1_i3.p1
OG0010112	TRINITY_GG_30369_c18_g1_i1.p1	TRINITY_GG_31290_c9_g2_i2.p1	TRINITY_GG_15262_c1_g1_i6.p1	TRINITY_GG_27165_c2_g1_i1.p1
OG0010113	TRINITY_GG_30369_c2_g1_i4.p1	TRINITY_GG_31290_c1_g1_i4.p1	TRINITY_GG_15262_c11_g4_i6.p1	TRINITY_GG_27165_c1_g1_i6.p1
OG0010114	TRINITY_GG_30376_c0_g1_i3.p1	TRINITY_GG_29807_c0_g2_i4.p1	TRINITY_GG_8599_c3_g1_i2.p1	TRINITY_GG_20069_c0_g2_i2.p1
OG0010115	TRINITY_GG_30376_c1_g1_i9.p1	TRINITY_GG_29809_c0_g1_i10.p1	TRINITY_GG_8599_c0_g1_i4.p2	TRINITY_GG_20069_c1_g1_i6.p1
OG0010116	TRINITY_GG_30376_c1_g1_i9.p2	TRINITY_GG_29809_c0_g1_i10.p2	TRINITY_GG_8599_c0_g1_i4.p1	TRINITY_GG_20069_c1_g1_i6.p2
OG0010117	TRINITY_GG_30377_c0_g1_i19.p3	TRINITY_GG_29808_c0_g1_i8.p1	TRINITY_GG_8599_c1_g1_i1.p3	TRINITY_GG_20067_c0_g1_i11.p3
OG0010118	TRINITY_GG_30377_c0_g1_i19.p2	TRINITY_GG_29808_c0_g1_i8.p2	TRINITY_GG_8599_c1_g1_i1.p1	TRINITY_GG_20067_c0_g1_i11.p2
OG0010119	TRINITY_GG_30379_c0_g1_i2.p1	TRINITY_GG_16456_c0_g1_i24.p1	TRINITY_GG_14165_c0_g1_i6.p1	TRINITY_GG_24889_c0_g2_i3.p1
OG0010120	TRINITY_GG_30379_c0_g2_i3.p1	TRINITY_GG_16456_c0_g1_i24.p5	TRINITY_GG_14165_c1_g1_i10.p2	TRINITY_GG_24889_c0_g2_i3.p2
OG0010121	TRINITY_GG_30379_c15_g1_i1.p1	TRINITY_GG_16456_c0_g1_i24.p2	TRINITY_GG_14165_c1_g1_i10.p1	TRINITY_GG_24889_c2_g1_i2.p1
OG0010122	TRINITY_GG_30383_c0_g1_i10.p1	TRINITY_GG_26732_c3_g1_i9.p1	TRINITY_GG_30244_c1_g1_i4.p1	TRINITY_GG_26175_c2_g3_i1.p1
OG0010123	TRINITY_GG_30387_c0_g1_i19.p1	TRINITY_GG_26736_c0_g1_i15.p1	TRINITY_GG_30239_c0_g1_i20.p1	TRINITY_GG_26178_c0_g1_i10.p1
OG0010124	TRINITY_GG_30387_c1_g1_i1.p1	TRINITY_GG_26735_c0_g1_i3.p1	TRINITY_GG_30239_c1_g1_i6.p1	TRINITY_GG_26168_c0_g1_i6.p1
OG0010125	TRINITY_GG_30387_c2_g1_i4.p1	TRINITY_GG_26734_c1_g1_i2.p1	TRINITY_GG_30239_c2_g2_i2.p1	TRINITY_GG_26171_c0_g1_i1.p1
OG0010126	TRINITY_GG_30389_c0_g1_i2.p1	TRINITY_GG_2436_c0_g2_i4.p1	TRINITY_GG_8822_c0_g3_i1.p1	TRINITY_GG_16199_c0_g1_i2.p1
OG0010127	TRINITY_GG_30389_c2_g1_i1.p2	TRINITY_GG_2436_c2_g1_i19.p2	TRINITY_GG_8822_c1_g1_i57.p2	TRINITY_GG_16199_c1_g1_i7.p5
OG0010128	TRINITY_GG_30389_c2_g1_i1.p1	TRINITY_GG_2436_c2_g1_i19.p1	TRINITY_GG_8822_c1_g1_i57.p1	TRINITY_GG_16199_c1_g1_i7.p4
OG0010129	TRINITY_GG_30389_c3_g1_i4.p1	TRINITY_GG_2436_c1_g1_i6.p1	TRINITY_GG_8820_c0_g1_i5.p1	TRINITY_GG_16199_c2_g1_i3.p1
OG0010130	TRINITY_GG_30393_c0_g1_i1.p1	TRINITY_GG_13534_c0_g1_i1.p1	TRINITY_GG_13757_c0_g1_i1.p3	TRINITY_GG_27113_c0_g1_i1.p1
OG0010131	TRINITY_GG_3039_c0_g1_i4.p2	TRINITY_GG_14267_c0_g1_i5.p2	TRINITY_GG_8120_c0_g1_i3.p2	TRINITY_GG_20377_c0_g1_i5.p2
OG0010132	TRINITY_GG_3039_c0_g1_i4.p1	TRINITY_GG_14267_c0_g1_i5.p1	TRINITY_GG_8120_c0_g1_i3.p1	TRINITY_GG_20377_c0_g1_i5.p1
OG0010133	TRINITY_GG_303_c0_g1_i1.p1	TRINITY_GG_10503_c0_g1_i6.p1	TRINITY_GG_19250_c0_g1_i1.p1	TRINITY_GG_10692_c0_g1_i1.p1
OG0010134	TRINITY_GG_30432_c0_g1_i14.p1	TRINITY_GG_16368_c0_g1_i12.p1	TRINITY_GG_9515_c0_g1_i15.p1	TRINITY_GG_33205_c0_g1_i14.p1
OG0010135	TRINITY_GG_30432_c1_g1_i1.p1	TRINITY_GG_16368_c0_g1_i12.p3	TRINITY_GG_9515_c9_g1_i1.p1	TRINITY_GG_33205_c13_g1_i1.p1
OG0010136	TRINITY_GG_30454_c0_g1_i12.p1	TRINITY_GG_6869_c0_g1_i2.p1	TRINITY_GG_33950_c0_g1_i9.p1	TRINITY_GG_6061_c0_g1_i15.p1
OG0010137	TRINITY_GG_30460_c0_g1_i1.p1	TRINITY_GG_35539_c0_g1_i1.p1	TRINITY_GG_21302_c0_g1_i1.p1	TRINITY_GG_27741_c0_g2_i1.p1
OG0010138	TRINITY_GG_30480_c0_g1_i1.p1	TRINITY_GG_20855_c0_g1_i2.p1	TRINITY_GG_1753_c0_g1_i7.p1	TRINITY_GG_24090_c0_g1_i4.p1
OG0010139	TRINITY_GG_3050_c0_g1_i4.p1	TRINITY_GG_23470_c0_g1_i8.p1	TRINITY_GG_22339_c0_g1_i1.p1	TRINITY_GG_17897_c0_g1_i5.p1
OG0010141	TRINITY_GG_3055_c0_g1_i4.p1	TRINITY_GG_23462_c0_g1_i4.p1	TRINITY_GG_22337_c0_g1_i4.p1	TRINITY_GG_17899_c0_g1_i3.p1
OG0010142	TRINITY_GG_30564_c0_g1_i1.p1	TRINITY_GG_2891_c0_g1_i2.p1	TRINITY_GG_17269_c0_g1_i2.p1	TRINITY_GG_29781_c0_g1_i1.p1
OG0010143	TRINITY_GG_3056_c0_g1_i2.p1	TRINITY_GG_23960_c0_g1_i1.p1	TRINITY_GG_24918_c0_g1_i1.p1	TRINITY_GG_2805_c0_g1_i1.p1
OG0010144	TRINITY_GG_30574_c0_g1_i5.p1	TRINITY_GG_16259_c0_g1_i30.p1	TRINITY_GG_26011_c0_g1_i3.p1	TRINITY_GG_5542_c0_g1_i23.p1
OG0010145	TRINITY_GG_30575_c0_g2_i4.p1	TRINITY_GG_16261_c0_g1_i6.p1	TRINITY_GG_26014_c0_g2_i2.p1	TRINITY_GG_5548_c0_g1_i3.p1
OG0010146	TRINITY_GG_30580_c0_g1_i7.p1	TRINITY_GG_16258_c1_g2_i1.p1	TRINITY_GG_26007_c2_g1_i2.p1	TRINITY_GG_5547_c0_g1_i3.p1
OG0010147	TRINITY_GG_30583_c0_g1_i1.p1	TRINITY_GG_16257_c0_g1_i1.p1	TRINITY_GG_26012_c0_g1_i2.p1	TRINITY_GG_5553_c0_g1_i1.p1
OG0010148	TRINITY_GG_30595_c0_g1_i3.p1	TRINITY_GG_35620_c0_g1_i3.p2	TRINITY_GG_5382_c0_g1_i7.p1	TRINITY_GG_10488_c0_g1_i5.p1
OG0010149	TRINITY_GG_30599_c0_g1_i1.p1	TRINITY_GG_35620_c3_g1_i2.p1	TRINITY_GG_5382_c5_g1_i1.p1	TRINITY_GG_10488_c2_g1_i1.p1
OG0010150	TRINITY_GG_30605_c0_g1_i14.p1	TRINITY_GG_35601_c0_g1_i2.p1	TRINITY_GG_5388_c0_g1_i13.p1	TRINITY_GG_10496_c0_g1_i30.p1
OG0010151	TRINITY_GG_30606_c0_g1_i4.p1	TRINITY_GG_35602_c0_g1_i2.p1	TRINITY_GG_5374_c2_g2_i2.p1	TRINITY_GG_10505_c0_g1_i1.p1
OG0010152	TRINITY_GG_30609_c0_g1_i1.p1	TRINITY_GG_35602_c16_g1_i1.p1	TRINITY_GG_5374_c4_g1_i1.p1	TRINITY_GG_10491_c0_g1_i1.p1
OG0010153	TRINITY_GG_30610_c0_g1_i4.p1	TRINITY_GG_35602_c4_g1_i5.p1	TRINITY_GG_5374_c0_g1_i11.p1	TRINITY_GG_10508_c0_g1_i2.p1
OG0010154	TRINITY_GG_30615_c0_g1_i14.p3	TRINITY_GG_35612_c0_g1_i5.p3	TRINITY_GG_5390_c0_g1_i10.p3	TRINITY_GG_10498_c0_g1_i3.p1
OG0010155	TRINITY_GG_30615_c0_g1_i14.p1	TRINITY_GG_35612_c0_g1_i5.p1	TRINITY_GG_5390_c0_g1_i10.p1	TRINITY_GG_10498_c2_g2_i1.p1
OG0010156	TRINITY_GG_30615_c2_g1_i2.p1	TRINITY_GG_35612_c2_g1_i2.p1	TRINITY_GG_5387_c0_g1_i1.p1	TRINITY_GG_10503_c0_g1_i3.p1
OG0010158	TRINITY_GG_30628_c0_g1_i2.p2	TRINITY_GG_35620_c1_g1_i1.p2	TRINITY_GG_5382_c1_g1_i3.p2	TRINITY_GG_10502_c0_g1_i1.p2
OG0010159	TRINITY_GG_30628_c0_g1_i2.p1	TRINITY_GG_35620_c1_g1_i1.p1	TRINITY_GG_5382_c1_g1_i3.p1	TRINITY_GG_10502_c0_g1_i1.p1
OG0010160	TRINITY_GG_30628_c0_g1_i2.p4	TRINITY_GG_35620_c1_g1_i1.p4	TRINITY_GG_5382_c1_g1_i3.p3	TRINITY_GG_10502_c0_g1_i1.p3
OG0010161	TRINITY_GG_30631_c0_g1_i1.p1	TRINITY_GG_19302_c0_g1_i1.p1	TRINITY_GG_33820_c0_g1_i2.p1	TRINITY_GG_29365_c0_g1_i1.p1
OG0010162	TRINITY_GG_30637_c0_g1_i2.p1	TRINITY_GG_10853_c1_g6_i1.p1	TRINITY_GG_29546_c4_g1_i3.p1	TRINITY_GG_29660_c0_g2_i2.p1
OG0010163	TRINITY_GG_30657_c1_g1_i1.p1	TRINITY_GG_10858_c1_g1_i1.p1	TRINITY_GG_29556_c1_g1_i2.p1	TRINITY_GG_29660_c37_g1_i1.p1
OG0010164	TRINITY_GG_30663_c0_g1_i6.p1	TRINITY_GG_15039_c0_g1_i2.p1	TRINITY_GG_4466_c2_g1_i2.p1	TRINITY_GG_13316_c2_g1_i1.p1
OG0010165	TRINITY_GG_30663_c1_g1_i1.p1	TRINITY_GG_15039_c1_g2_i9.p1	TRINITY_GG_4466_c0_g1_i4.p2	TRINITY_GG_13316_c0_g1_i4.p2
OG0010166	TRINITY_GG_30663_c2_g1_i27.p1	TRINITY_GG_15039_c2_g1_i19.p1	TRINITY_GG_4466_c1_g1_i9.p1	TRINITY_GG_13316_c1_g2_i12.p1
OG0010167	TRINITY_GG_30663_c3_g1_i2.p1	TRINITY_GG_15039_c4_g1_i7.p1	TRINITY_GG_4466_c3_g1_i21.p1	TRINITY_GG_13316_c4_g1_i7.p1
OG0010168	TRINITY_GG_30663_c4_g1_i2.p1	TRINITY_GG_15039_c3_g2_i6.p1	TRINITY_GG_4466_c4_g1_i2.p1	TRINITY_GG_13316_c3_g1_i1.p1
OG0010170	TRINITY_GG_30663_c5_g1_i3.p1	TRINITY_GG_15039_c5_g1_i1.p1	TRINITY_GG_4466_c0_g1_i4.p1	TRINITY_GG_13316_c0_g1_i4.p1
OG0010172	TRINITY_GG_30668_c1_g1_i18.p3	TRINITY_GG_15040_c0_g1_i5.p4	TRINITY_GG_4471_c1_g1_i4.p2	TRINITY_GG_13324_c1_g1_i6.p2
OG0010173	TRINITY_GG_30668_c1_g1_i18.p1	TRINITY_GG_15040_c0_g1_i5.p1	TRINITY_GG_4471_c1_g1_i4.p1	TRINITY_GG_13324_c1_g1_i6.p1
OG0010174	TRINITY_GG_30668_c1_g1_i18.p8	TRINITY_GG_15040_c0_g1_i5.p7	TRINITY_GG_4471_c1_g1_i4.p9	TRINITY_GG_13324_c1_g1_i6.p8
OG0010175	TRINITY_GG_30668_c2_g1_i2.p1	TRINITY_GG_15044_c2_g1_i3.p1	TRINITY_GG_4471_c3_g1_i1.p1	TRINITY_GG_13324_c3_g1_i1.p1
OG0010176	TRINITY_GG_30668_c3_g1_i1.p1	TRINITY_GG_15044_c4_g1_i1.p1	TRINITY_GG_4471_c8_g2_i2.p1	TRINITY_GG_13324_c5_g1_i1.p1
OG0010177	TRINITY_GG_30668_c4_g1_i1.p1	TRINITY_GG_15044_c1_g1_i3.p1	TRINITY_GG_4471_c5_g1_i1.p1	TRINITY_GG_13324_c2_g1_i4.p1
OG0010178	TRINITY_GG_30668_c7_g2_i1.p1	TRINITY_GG_15050_c0_g1_i3.p1	TRINITY_GG_4471_c12_g2_i2.p1	TRINITY_GG_13330_c0_g1_i2.p1
OG0010179	TRINITY_GG_30668_c8_g1_i2.p1	TRINITY_GG_15050_c2_g1_i1.p1	TRINITY_GG_4471_c14_g1_i3.p1	TRINITY_GG_13324_c8_g1_i2.p1
OG0010180	TRINITY_GG_30674_c0_g2_i3.p1	TRINITY_GG_15048_c2_g1_i1.p1	TRINITY_GG_4471_c1_g2_i2.p1	TRINITY_GG_13327_c0_g1_i9.p1
OG0010181	TRINITY_GG_30675_c0_g1_i1.p1	TRINITY_GG_16041_c0_g1_i1.p1	TRINITY_GG_22930_c0_g1_i1.p1	TRINITY_GG_2851_c0_g1_i1.p1
OG0010182	TRINITY_GG_30676_c0_g1_i6.p1	TRINITY_GG_16042_c0_g1_i24.p1	TRINITY_GG_22934_c0_g1_i12.p1	TRINITY_GG_2855_c0_g1_i5.p1
OG0010183	TRINITY_GG_30676_c1_g1_i5.p1	TRINITY_GG_16042_c14_g1_i4.p1	TRINITY_GG_22934_c4_g1_i3.p1	TRINITY_GG_2855_c1_g1_i4.p1
OG0010184	TRINITY_GG_30676_c2_g1_i8.p2	TRINITY_GG_16042_c2_g1_i11.p1	TRINITY_GG_22934_c2_g1_i6.p1	TRINITY_GG_2855_c2_g1_i1.p1
OG0010185	TRINITY_GG_30676_c4_g1_i1.p1	TRINITY_GG_16042_c3_g1_i7.p1	TRINITY_GG_22934_c1_g1_i6.p1	TRINITY_GG_2855_c3_g1_i4.p1
OG0010186	TRINITY_GG_30676_c5_g1_i1.p1	TRINITY_GG_16044_c0_g1_i2.p1	TRINITY_GG_22933_c0_g1_i2.p1	TRINITY_GG_2849_c0_g1_i1.p1
OG0010187	TRINITY_GG_30679_c0_g1_i1.p1	TRINITY_GG_16040_c0_g1_i1.p1	TRINITY_GG_22927_c0_g1_i1.p1	TRINITY_GG_2854_c0_g1_i1.p1
OG0010188	TRINITY_GG_3067_c0_g1_i11.p2	TRINITY_GG_1966_c0_g1_i10.p2	TRINITY_GG_14974_c0_g1_i10.p2	TRINITY_GG_7958_c0_g1_i8.p2
OG0010189	TRINITY_GG_3067_c0_g1_i11.p1	TRINITY_GG_1966_c0_g1_i10.p1	TRINITY_GG_14974_c0_g1_i10.p1	TRINITY_GG_7958_c0_g1_i8.p1
OG0010190	TRINITY_GG_30690_c0_g1_i1.p1	TRINITY_GG_4121_c0_g1_i1.p1	TRINITY_GG_27628_c0_g1_i1.p1	TRINITY_GG_9269_c0_g1_i1.p1
OG0010191	TRINITY_GG_30699_c20_g1_i3.p1	TRINITY_GG_32352_c0_g1_i9.p1	TRINITY_GG_15466_c0_g1_i8.p1	TRINITY_GG_2866_c0_g1_i3.p1
OG0010192	TRINITY_GG_30706_c1_g1_i16.p1	TRINITY_GG_18628_c2_g1_i4.p1	TRINITY_GG_16885_c1_g1_i4.p1	TRINITY_GG_27297_c2_g1_i7.p1
OG0010193	TRINITY_GG_30706_c5_g2_i1.p1	TRINITY_GG_18628_c4_g1_i1.p1	TRINITY_GG_16885_c4_g1_i2.p1	TRINITY_GG_27300_c0_g1_i1.p1
OG0010194	TRINITY_GG_30706_c6_g1_i5.p1	TRINITY_GG_18628_c1_g1_i5.p1	TRINITY_GG_16885_c3_g1_i12.p1	TRINITY_GG_27300_c1_g1_i12.p1
OG0010195	TRINITY_GG_30707_c0_g1_i1.p1	TRINITY_GG_7210_c0_g2_i1.p1	TRINITY_GG_33353_c0_g1_i1.p1	TRINITY_GG_21625_c0_g1_i1.p1
OG0010196	TRINITY_GG_30708_c0_g1_i1.p1	TRINITY_GG_7211_c0_g1_i3.p1	TRINITY_GG_33352_c0_g1_i2.p1	TRINITY_GG_21624_c0_g1_i2.p1
OG0010197	TRINITY_GG_30708_c1_g1_i6.p1	TRINITY_GG_7209_c0_g1_i1.p1	TRINITY_GG_33350_c0_g1_i1.p1	TRINITY_GG_21623_c0_g2_i1.p1
OG0010198	TRINITY_GG_30719_c0_g1_i1.p1	TRINITY_GG_16896_c0_g1_i3.p1	TRINITY_GG_111_c0_g1_i2.p1	TRINITY_GG_3010_c0_g1_i2.p2
OG0010200	TRINITY_GG_30727_c0_g1_i9.p1	TRINITY_GG_16374_c3_g1_i5.p1	TRINITY_GG_5886_c2_g1_i17.p3	TRINITY_GG_19516_c0_g1_i7.p1
OG0010201	TRINITY_GG_30727_c1_g1_i2.p1	TRINITY_GG_16374_c28_g2_i1.p1	TRINITY_GG_5886_c0_g2_i1.p1	TRINITY_GG_19516_c3_g2_i3.p1
OG0010202	TRINITY_GG_30727_c26_g1_i3.p1	TRINITY_GG_16374_c1_g1_i4.p1	TRINITY_GG_5886_c1_g1_i3.p1	TRINITY_GG_19516_c1_g1_i3.p1
OG0010203	TRINITY_GG_30727_c2_g2_i1.p1	TRINITY_GG_16376_c0_g1_i1.p1	TRINITY_GG_5886_c6_g1_i1.p1	TRINITY_GG_19515_c0_g1_i1.p1
OG0010204	TRINITY_GG_30727_c3_g1_i1.p1	TRINITY_GG_16374_c2_g1_i5.p2	TRINITY_GG_5886_c5_g1_i7.p2	TRINITY_GG_19513_c0_g1_i9.p1
OG0010205	TRINITY_GG_30727_c5_g1_i3.p1	TRINITY_GG_16374_c2_g1_i5.p1	TRINITY_GG_5886_c5_g1_i7.p1	TRINITY_GG_19513_c0_g1_i9.p4
OG0010206	TRINITY_GG_30733_c1_g1_i5.p2	TRINITY_GG_22064_c0_g1_i81.p2	TRINITY_GG_13005_c1_g1_i36.p2	TRINITY_GG_28643_c1_g1_i5.p1
OG0010207	TRINITY_GG_30733_c1_g1_i5.p1	TRINITY_GG_22064_c0_g1_i81.p1	TRINITY_GG_13005_c1_g1_i36.p1	TRINITY_GG_28643_c0_g1_i1.p1
OG0010208	TRINITY_GG_30743_c0_g2_i14.p1	TRINITY_GG_22448_c0_g1_i7.p1	TRINITY_GG_4336_c0_g1_i8.p1	TRINITY_GG_8734_c0_g1_i1.p1
OG0010209	TRINITY_GG_30743_c1_g1_i1.p1	TRINITY_GG_22448_c1_g1_i1.p1	TRINITY_GG_4336_c1_g1_i3.p1	TRINITY_GG_8734_c5_g1_i2.p1
